Country/Territory,Cause,Total_Cases
Saint Lucia,Acute Hepatitis,0
Saint Lucia,Malaria,0
Saint Lucia,Road Injuries,771
Saint Lucia,Nutritional Deficiencies,182
Saint Lucia,Chronic Respiratory Diseases,1211
Saint Lucia,Digestive Diseases,1246
Saint Lucia,Alzheimer's Disease and Other Dementias,731
Saint Lucia,"Fire, Heat, and Hot Substances",98
Saint Lucia,Meningitis,75
Saint Lucia,Protein-Energy Malnutrition,156
Saint Lucia,Maternal Disorders,51
Saint Lucia,Exposure to Forces of Nature,27
Saint Lucia,HIV/AIDS,254
Saint Lucia,Lower Respiratory Infections,1195
Saint Lucia,Diarrheal Diseases,164
Saint Lucia,Chronic Kidney Disease,1258
Saint Lucia,Neoplasms,5985
Saint Lucia,Cardiovascular Diseases,9576
Saint Lucia,Tuberculosis,159
Saint Lucia,Self-harm,322
Saint Lucia,Environmental Heat and Cold Exposure,0
Saint Lucia,Conflict and Terrorism,8
Saint Lucia,Drug Use Disorders,22
Saint Lucia,Diabetes Mellitus,2787
Saint Lucia,Neonatal Disorders,886
Saint Lucia,Alcohol Use Disorders,180
Saint Vincent and the Grenadines,Road Injuries,331
Saint Vincent and the Grenadines,Lower Respiratory Infections,988
Saint Vincent and the Grenadines,Tuberculosis,101
Saint Vincent and the Grenadines,Cirrhosis and Other Chronic Liver Diseases,405
Saint Vincent and the Grenadines,Malaria,0
Saint Vincent and the Grenadines,Chronic Kidney Disease,849
Saint Vincent and the Grenadines,Digestive Diseases,933
Saint Vincent and the Grenadines,Neonatal Disorders,788
Saint Vincent and the Grenadines,HIV/AIDS,696
Saint Vincent and the Grenadines,Alzheimer's Disease and Other Dementias,504
Saint Vincent and the Grenadines,Poisonings,3
Saint Vincent and the Grenadines,Nutritional Deficiencies,250
Saint Vincent and the Grenadines,Environmental Heat and Cold Exposure,0
Saint Vincent and the Grenadines,Drowning,227
Saint Vincent and the Grenadines,Meningitis,67
Saint Vincent and the Grenadines,Exposure to Forces of Nature,25
Saint Vincent and the Grenadines,Alcohol Use Disorders,161
Saint Vincent and the Grenadines,Parkinson's Disease,135
Saint Vincent and the Grenadines,Protein-Energy Malnutrition,226
Saint Vincent and the Grenadines,Drug Use Disorders,0
Saint Vincent and the Grenadines,"Fire, Heat, and Hot Substances",104
Saint Vincent and the Grenadines,Diabetes Mellitus,2447
Saint Vincent and the Grenadines,Interpersonal Violence,576
Saint Vincent and the Grenadines,Conflict and Terrorism,4
Saint Vincent and the Grenadines,Diarrheal Diseases,173
Saint Vincent and the Grenadines,Acute Hepatitis,0
Saint Vincent and the Grenadines,Chronic Respiratory Diseases,433
Saint Vincent and the Grenadines,Self-harm,213
Saint Vincent and the Grenadines,Neoplasms,4385
Saint Vincent and the Grenadines,Cardiovascular Diseases,8390
Saint Vincent and the Grenadines,Maternal Disorders,31
Samoa,Chronic Respiratory Diseases,3118
Samoa,Drowning,388
Samoa,Cardiovascular Diseases,13383
Samoa,Protein-Energy Malnutrition,126
Samoa,Meningitis,93
Samoa,Cirrhosis and Other Chronic Liver Diseases,786
Samoa,Chronic Kidney Disease,1455
Samoa,Self-harm,722
Samoa,Acute Hepatitis,30
Samoa,Parkinson's Disease,249
Samoa,Exposure to Forces of Nature,191
Samoa,Alcohol Use Disorders,53
Samoa,Tuberculosis,455
Samoa,Road Injuries,884
Samoa,Lower Respiratory Infections,1816
Samoa,Maternal Disorders,58
Samoa,Drug Use Disorders,30
Samoa,Malaria,0
Samoa,Diarrheal Diseases,359
Samoa,Neonatal Disorders,748
Samoa,Alzheimer's Disease and Other Dementias,638
Samoa,Interpersonal Violence,338
Samoa,Poisonings,30
Samoa,Conflict and Terrorism,0
Samoa,Digestive Diseases,1481
Samoa,Diabetes Mellitus,2902
Samoa,Nutritional Deficiencies,131
Samoa,Environmental Heat and Cold Exposure,30
Samoa,Neoplasms,3773
Samoa,HIV/AIDS,183
Samoa,"Fire, Heat, and Hot Substances",60
San Marino,Meningitis,0
San Marino,Alzheimer's Disease and Other Dementias,384
San Marino,Diarrheal Diseases,0
San Marino,Cardiovascular Diseases,2309
San Marino,Poisonings,0
San Marino,Drowning,0
San Marino,Exposure to Forces of Nature,0
San Marino,HIV/AIDS,25
San Marino,Environmental Heat and Cold Exposure,0
San Marino,Chronic Kidney Disease,80
San Marino,Nutritional Deficiencies,0
San Marino,Neoplasms,2671
San Marino,Alcohol Use Disorders,0
San Marino,Road Injuries,90
San Marino,Neonatal Disorders,30
San Marino,Diabetes Mellitus,111
San Marino,Interpersonal Violence,0
San Marino,Digestive Diseases,314
San Marino,"Fire, Heat, and Hot Substances",0
San Marino,Maternal Disorders,0
San Marino,Parkinson's Disease,53
San Marino,Malaria,0
San Marino,Tuberculosis,0
San Marino,Acute Hepatitis,0
San Marino,Drug Use Disorders,0
San Marino,Conflict and Terrorism,0
San Marino,Self-harm,103
San Marino,Protein-Energy Malnutrition,0
San Marino,Lower Respiratory Infections,170
San Marino,Cirrhosis and Other Chronic Liver Diseases,192
San Marino,Chronic Respiratory Diseases,229
Sao Tome and Principe,Diabetes Mellitus,332
Sao Tome and Principe,Alzheimer's Disease and Other Dementias,345
Sao Tome and Principe,Cardiovascular Diseases,6589
Sao Tome and Principe,Alcohol Use Disorders,37
Sao Tome and Principe,Nutritional Deficiencies,518
Sao Tome and Principe,Interpersonal Violence,256
Sao Tome and Principe,Chronic Respiratory Diseases,2147
Sao Tome and Principe,"Fire, Heat, and Hot Substances",13
Sao Tome and Principe,Exposure to Forces of Nature,0
Sao Tome and Principe,Parkinson's Disease,106
Sao Tome and Principe,Environmental Heat and Cold Exposure,0
Sao Tome and Principe,Meningitis,261
Sao Tome and Principe,Drug Use Disorders,10
Sao Tome and Principe,Drowning,107
Sao Tome and Principe,Maternal Disorders,264
Sao Tome and Principe,Protein-Energy Malnutrition,496
Sao Tome and Principe,Acute Hepatitis,103
Sao Tome and Principe,Neoplasms,3103
Sao Tome and Principe,Conflict and Terrorism,0
Sao Tome and Principe,Malaria,2112
Sao Tome and Principe,Self-harm,88
Sao Tome and Principe,HIV/AIDS,12
Sao Tome and Principe,Road Injuries,518
Sao Tome and Principe,Cirrhosis and Other Chronic Liver Diseases,1402
Sao Tome and Principe,Digestive Diseases,1941
Sao Tome and Principe,Lower Respiratory Infections,3704
Sao Tome and Principe,Diarrheal Diseases,1598
Sao Tome and Principe,Poisonings,38
Sao Tome and Principe,Chronic Kidney Disease,1144
Sao Tome and Principe,Neonatal Disorders,1971
Sao Tome and Principe,Tuberculosis,771
Saudi Arabia,Chronic Kidney Disease,137413
Saudi Arabia,Tuberculosis,48535
Saudi Arabia,Exposure to Forces of Nature,416
Saudi Arabia,Chronic Respiratory Diseases,93099
Saudi Arabia,Alcohol Use Disorders,1903
Saudi Arabia,Protein-Energy Malnutrition,3133
Saudi Arabia,Conflict and Terrorism,1001
Saudi Arabia,Malaria,832
Saudi Arabia,Drug Use Disorders,3436
Saudi Arabia,Meningitis,6453
Saudi Arabia,Digestive Diseases,119165
Saudi Arabia,"Fire, Heat, and Hot Substances",16234
Saudi Arabia,Maternal Disorders,8367
Saudi Arabia,Self-harm,26827
Saudi Arabia,Interpersonal Violence,7707
Saudi Arabia,Neonatal Disorders,147215
Saudi Arabia,Diabetes Mellitus,65129
Saudi Arabia,Parkinson's Disease,12674
Saudi Arabia,Cirrhosis and Other Chronic Liver Diseases,92019
Saudi Arabia,Diarrheal Diseases,24024
Saudi Arabia,Road Injuries,403385
Saudi Arabia,HIV/AIDS,11106
Saudi Arabia,Lower Respiratory Infections,108663
Saudi Arabia,Environmental Heat and Cold Exposure,244
Saudi Arabia,Alzheimer's Disease and Other Dementias,35620
Saudi Arabia,Neoplasms,239941
Saudi Arabia,Drowning,18507
Saudi Arabia,Cardiovascular Diseases,982797
Saudi Arabia,Nutritional Deficiencies,3250
Saudi Arabia,Poisonings,5672
Saudi Arabia,Acute Hepatitis,2156
Senegal,Cirrhosis and Other Chronic Liver Diseases,56647
Senegal,Tuberculosis,118330
Senegal,Malaria,313661
Senegal,Diarrheal Diseases,296554
Senegal,Neoplasms,158631
Senegal,Digestive Diseases,103066
Senegal,HIV/AIDS,66251
Senegal,Interpersonal Violence,4163
Senegal,Nutritional Deficiencies,27936
Senegal,Neonatal Disorders,314856
Senegal,Maternal Disorders,47596
Senegal,Poisonings,6364
Senegal,Self-harm,24096
Senegal,Diabetes Mellitus,50220
Senegal,Conflict and Terrorism,2352
Senegal,Parkinson's Disease,6362
Senegal,"Fire, Heat, and Hot Substances",7876
Senegal,Drug Use Disorders,370
Senegal,Chronic Respiratory Diseases,64657
Senegal,Environmental Heat and Cold Exposure,1831
Senegal,Road Injuries,44652
Senegal,Lower Respiratory Infections,239054
Senegal,Alcohol Use Disorders,1882
Senegal,Chronic Kidney Disease,53574
Senegal,Drowning,9480
Senegal,Alzheimer's Disease and Other Dementias,23104
Senegal,Meningitis,71048
Senegal,Protein-Energy Malnutrition,26812
Senegal,Cardiovascular Diseases,344242
Senegal,Acute Hepatitis,3470
Senegal,Exposure to Forces of Nature,274
Serbia,Diabetes Mellitus,96475
Serbia,Drowning,4993
Serbia,Neonatal Disorders,23352
Serbia,Alzheimer's Disease and Other Dementias,58299
Serbia,Parkinson's Disease,19371
Serbia,Chronic Respiratory Diseases,116869
Serbia,Conflict and Terrorism,15002
Serbia,Nutritional Deficiencies,521
Serbia,Neoplasms,748460
Serbia,Cardiovascular Diseases,1871623
Serbia,Alcohol Use Disorders,12618
Serbia,Lower Respiratory Infections,38458
Serbia,Road Injuries,33328
Serbia,Digestive Diseases,123698
Serbia,Tuberculosis,8575
Serbia,Acute Hepatitis,246
Serbia,Protein-Energy Malnutrition,269
Serbia,"Fire, Heat, and Hot Substances",3585
Serbia,Malaria,0
Serbia,Drug Use Disorders,1610
Serbia,Diarrheal Diseases,881
Serbia,Maternal Disorders,434
Serbia,Exposure to Forces of Nature,110
Serbia,Self-harm,61881
Serbia,Meningitis,1491
Serbia,Environmental Heat and Cold Exposure,2145
Serbia,HIV/AIDS,1762
Serbia,Chronic Kidney Disease,60218
Serbia,Poisonings,1606
Serbia,Interpersonal Violence,11085
Serbia,Cirrhosis and Other Chronic Liver Diseases,47483
Seychelles,Protein-Energy Malnutrition,61
Seychelles,Interpersonal Violence,156
Seychelles,Self-harm,228
Seychelles,Chronic Respiratory Diseases,847
Seychelles,Lower Respiratory Infections,1676
Seychelles,Alcohol Use Disorders,26
Seychelles,Meningitis,120
Seychelles,HIV/AIDS,123
Seychelles,Diabetes Mellitus,502
Seychelles,Exposure to Forces of Nature,8
Seychelles,Neoplasms,3820
Seychelles,Environmental Heat and Cold Exposure,0
Seychelles,Drug Use Disorders,24
Seychelles,Parkinson's Disease,142
Seychelles,Digestive Diseases,1280
Seychelles,Cardiovascular Diseases,6339
Seychelles,Nutritional Deficiencies,66
Seychelles,Acute Hepatitis,17
Seychelles,Conflict and Terrorism,0
Seychelles,Poisonings,21
Seychelles,Alzheimer's Disease and Other Dementias,446
Seychelles,Tuberculosis,145
Seychelles,Chronic Kidney Disease,948
Seychelles,Road Injuries,397
Seychelles,Cirrhosis and Other Chronic Liver Diseases,787
Seychelles,Malaria,0
Seychelles,Neonatal Disorders,324
Seychelles,Drowning,325
Seychelles,"Fire, Heat, and Hot Substances",60
Seychelles,Maternal Disorders,33
Seychelles,Diarrheal Diseases,160
Sierra Leone,Drowning,9389
Sierra Leone,Diabetes Mellitus,22070
Sierra Leone,HIV/AIDS,63856
Sierra Leone,Diarrheal Diseases,164175
Sierra Leone,Interpersonal Violence,2659
Sierra Leone,Drug Use Disorders,171
Sierra Leone,Alcohol Use Disorders,989
Sierra Leone,Conflict and Terrorism,21270
Sierra Leone,Maternal Disorders,33292
Sierra Leone,Environmental Heat and Cold Exposure,1236
Sierra Leone,Poisonings,4730
Sierra Leone,Protein-Energy Malnutrition,57962
Sierra Leone,Tuberculosis,83713
Sierra Leone,Cirrhosis and Other Chronic Liver Diseases,32012
Sierra Leone,Alzheimer's Disease and Other Dementias,10415
Sierra Leone,Chronic Respiratory Diseases,36038
Sierra Leone,Lower Respiratory Infections,261440
Sierra Leone,Self-harm,9473
Sierra Leone,Road Injuries,33622
Sierra Leone,Chronic Kidney Disease,23124
Sierra Leone,Meningitis,65418
Sierra Leone,Digestive Diseases,56378
Sierra Leone,Malaria,394491
Sierra Leone,Exposure to Forces of Nature,1564
Sierra Leone,Parkinson's Disease,2970
Sierra Leone,Nutritional Deficiencies,59264
Sierra Leone,Neonatal Disorders,222639
Sierra Leone,Acute Hepatitis,6856
Sierra Leone,Neoplasms,75543
Sierra Leone,Cardiovascular Diseases,204497
Sierra Leone,"Fire, Heat, and Hot Substances",6096
Singapore,Drowning,714
Singapore,Lower Respiratory Infections,62407
Singapore,Parkinson's Disease,3843
Singapore,Poisonings,126
Singapore,Environmental Heat and Cold Exposure,60
Singapore,Malaria,0
Singapore,Protein-Energy Malnutrition,19
Singapore,Exposure to Forces of Nature,0
Singapore,Acute Hepatitis,31
Singapore,"Fire, Heat, and Hot Substances",338
Singapore,Cirrhosis and Other Chronic Liver Diseases,6048
Singapore,Alzheimer's Disease and Other Dementias,20565
Singapore,Chronic Respiratory Diseases,21242
Singapore,Self-harm,13921
Singapore,Nutritional Deficiencies,39
Singapore,Road Injuries,6793
Singapore,Alcohol Use Disorders,263
Singapore,Tuberculosis,2585
Singapore,Maternal Disorders,95
Singapore,Chronic Kidney Disease,12338
Singapore,Neonatal Disorders,1659
Singapore,Digestive Diseases,13231
Singapore,Neoplasms,142869
Singapore,Diabetes Mellitus,9045
Singapore,Cardiovascular Diseases,166594
Singapore,Diarrheal Diseases,729
Singapore,Drug Use Disorders,262
Singapore,Interpersonal Violence,1346
Singapore,HIV/AIDS,1241
Singapore,Meningitis,363
Singapore,Conflict and Terrorism,5
Slovakia,Interpersonal Violence,4769
Slovakia,Diarrheal Diseases,492
Slovakia,Maternal Disorders,154
Slovakia,Nutritional Deficiencies,224
Slovakia,Chronic Kidney Disease,20573
Slovakia,Road Injuries,21269
Slovakia,Digestive Diseases,83803
Slovakia,Acute Hepatitis,76
Slovakia,Self-harm,24921
Slovakia,Chronic Respiratory Diseases,31495
Slovakia,Diabetes Mellitus,23085
Slovakia,Drowning,4982
Slovakia,Malaria,0
Slovakia,"Fire, Heat, and Hot Substances",2082
Slovakia,Exposure to Forces of Nature,102
Slovakia,Cirrhosis and Other Chronic Liver Diseases,49822
Slovakia,Environmental Heat and Cold Exposure,3807
Slovakia,Alzheimer's Disease and Other Dementias,43798
Slovakia,Parkinson's Disease,9216
Slovakia,Neonatal Disorders,6883
Slovakia,Meningitis,868
Slovakia,Conflict and Terrorism,7
Slovakia,Alcohol Use Disorders,5610
Slovakia,Protein-Energy Malnutrition,157
Slovakia,Lower Respiratory Infections,60630
Slovakia,Cardiovascular Diseases,818968
Slovakia,Poisonings,1045
Slovakia,HIV/AIDS,127
Slovakia,Drug Use Disorders,952
Slovakia,Tuberculosis,1831
Slovakia,Neoplasms,355136
Slovenia,Exposure to Forces of Nature,50
Slovenia,Tuberculosis,755
Slovenia,Alzheimer's Disease and Other Dementias,24111
Slovenia,Self-harm,16660
Slovenia,Maternal Disorders,42
Slovenia,Neonatal Disorders,1178
Slovenia,Drowning,871
Slovenia,Alcohol Use Disorders,4534
Slovenia,Conflict and Terrorism,28
Slovenia,Poisonings,293
Slovenia,Digestive Diseases,35478
Slovenia,Cardiovascular Diseases,220690
Slovenia,Nutritional Deficiencies,92
Slovenia,Drug Use Disorders,587
Slovenia,Meningitis,279
Slovenia,Chronic Kidney Disease,5357
Slovenia,HIV/AIDS,110
Slovenia,Parkinson's Disease,4564
Slovenia,Interpersonal Violence,903
Slovenia,Diarrheal Diseases,138
Slovenia,Malaria,0
Slovenia,Lower Respiratory Infections,18440
Slovenia,Neoplasms,158853
Slovenia,Environmental Heat and Cold Exposure,699
Slovenia,Protein-Energy Malnutrition,21
Slovenia,Cirrhosis and Other Chronic Liver Diseases,20852
Slovenia,"Fire, Heat, and Hot Substances",401
Slovenia,Chronic Respiratory Diseases,19122
Slovenia,Road Injuries,8427
Slovenia,Diabetes Mellitus,12043
Slovenia,Acute Hepatitis,30
Solomon Islands,Cirrhosis and Other Chronic Liver Diseases,3028
Solomon Islands,Neoplasms,12015
Solomon Islands,Chronic Kidney Disease,2807
Solomon Islands,Alcohol Use Disorders,255
Solomon Islands,Acute Hepatitis,388
Solomon Islands,Lower Respiratory Infections,15041
Solomon Islands,Cardiovascular Diseases,48085
Solomon Islands,Alzheimer's Disease and Other Dementias,431
Solomon Islands,Exposure to Forces of Nature,145
Solomon Islands,Interpersonal Violence,1078
Solomon Islands,Conflict and Terrorism,4
Solomon Islands,Meningitis,670
Solomon Islands,Nutritional Deficiencies,993
Solomon Islands,Drug Use Disorders,80
Solomon Islands,Diabetes Mellitus,7852
Solomon Islands,Chronic Respiratory Diseases,8138
Solomon Islands,Drowning,2886
Solomon Islands,HIV/AIDS,561
Solomon Islands,Digestive Diseases,4532
Solomon Islands,Environmental Heat and Cold Exposure,82
Solomon Islands,Road Injuries,3695
Solomon Islands,Parkinson's Disease,417
Solomon Islands,Tuberculosis,1322
Solomon Islands,Poisonings,389
Solomon Islands,Maternal Disorders,1761
Solomon Islands,"Fire, Heat, and Hot Substances",502
Solomon Islands,Diarrheal Diseases,8630
Solomon Islands,Protein-Energy Malnutrition,984
Solomon Islands,Malaria,4811
Solomon Islands,Neonatal Disorders,4499
Solomon Islands,Self-harm,3308
Somalia,Diabetes Mellitus,51124
Somalia,Alzheimer's Disease and Other Dementias,8593
Somalia,Nutritional Deficiencies,255787
Somalia,HIV/AIDS,83076
Somalia,Cardiovascular Diseases,366002
Somalia,Poisonings,13080
Somalia,Digestive Diseases,123721
Somalia,"Fire, Heat, and Hot Substances",13471
Somalia,Malaria,120767
Somalia,Chronic Respiratory Diseases,84506
Somalia,Interpersonal Violence,54614
Somalia,Self-harm,26119
Somalia,Protein-Energy Malnutrition,250235
Somalia,Chronic Kidney Disease,36974
Somalia,Cirrhosis and Other Chronic Liver Diseases,78108
Somalia,Meningitis,104739
Somalia,Parkinson's Disease,2520
Somalia,Maternal Disorders,68767
Somalia,Exposure to Forces of Nature,3180
Somalia,Drowning,19779
Somalia,Environmental Heat and Cold Exposure,5191
Somalia,Alcohol Use Disorders,2876
Somalia,Neonatal Disorders,439571
Somalia,Lower Respiratory Infections,546989
Somalia,Diarrheal Diseases,504287
Somalia,Conflict and Terrorism,51392
Somalia,Drug Use Disorders,374
Somalia,Acute Hepatitis,26233
Somalia,Tuberculosis,468031
Somalia,Neoplasms,159580
Somalia,Road Injuries,73067
South Africa,Chronic Kidney Disease,278319
South Africa,Nutritional Deficiencies,94315
South Africa,Road Injuries,638445
South Africa,Lower Respiratory Infections,983661
South Africa,Poisonings,20736
South Africa,Tuberculosis,789786
South Africa,Maternal Disorders,56368
South Africa,Alzheimer's Disease and Other Dementias,141842
South Africa,Conflict and Terrorism,3788
South Africa,Malaria,6150
South Africa,Neonatal Disorders,674828
South Africa,Drowning,59316
South Africa,Exposure to Forces of Nature,877
South Africa,Parkinson's Disease,29281
South Africa,Alcohol Use Disorders,17782
South Africa,Diarrheal Diseases,600313
South Africa,Protein-Energy Malnutrition,91068
South Africa,Environmental Heat and Cold Exposure,15128
South Africa,Digestive Diseases,390351
South Africa,Acute Hepatitis,4701
South Africa,Cardiovascular Diseases,2234693
South Africa,Interpersonal Violence,681957
South Africa,Neoplasms,1360234
South Africa,Drug Use Disorders,7414
South Africa,Self-harm,248248
South Africa,Chronic Respiratory Diseases,556637
South Africa,HIV/AIDS,4874296
South Africa,Cirrhosis and Other Chronic Liver Diseases,186085
South Africa,"Fire, Heat, and Hot Substances",71250
South Africa,Diabetes Mellitus,609364
South Africa,Meningitis,79896
South Korea,Cardiovascular Diseases,2078568
South Korea,Cirrhosis and Other Chronic Liver Diseases,355103
South Korea,Self-harm,339017
South Korea,Drowning,39111
South Korea,Environmental Heat and Cold Exposure,9216
South Korea,Exposure to Forces of Nature,2506
South Korea,Acute Hepatitis,2035
South Korea,Chronic Kidney Disease,141262
South Korea,Parkinson's Disease,55134
South Korea,Road Injuries,309564
South Korea,Protein-Energy Malnutrition,5320
South Korea,Neoplasms,2196530
South Korea,Interpersonal Violence,29741
South Korea,Diabetes Mellitus,320632
South Korea,Alzheimer's Disease and Other Dementias,271861
South Korea,Lower Respiratory Infections,215693
South Korea,HIV/AIDS,2780
South Korea,Malaria,162
South Korea,Meningitis,5844
South Korea,Maternal Disorders,2374
South Korea,"Fire, Heat, and Hot Substances",20072
South Korea,Tuberculosis,125935
South Korea,Neonatal Disorders,38693
South Korea,Chronic Respiratory Diseases,381143
South Korea,Alcohol Use Disorders,34316
South Korea,Nutritional Deficiencies,9919
South Korea,Conflict and Terrorism,299
South Korea,Poisonings,12520
South Korea,Drug Use Disorders,4041
South Korea,Diarrheal Diseases,18152
South Korea,Digestive Diseases,512816
South Sudan,Alcohol Use Disorders,1335
South Sudan,Parkinson's Disease,2433
South Sudan,Nutritional Deficiencies,166849
South Sudan,Neoplasms,100978
South Sudan,Protein-Energy Malnutrition,163526
South Sudan,HIV/AIDS,120952
South Sudan,Interpersonal Violence,18486
South Sudan,Cirrhosis and Other Chronic Liver Diseases,42206
South Sudan,Poisonings,5410
South Sudan,Diarrheal Diseases,224539
South Sudan,Alzheimer's Disease and Other Dementias,10881
South Sudan,Diabetes Mellitus,27540
South Sudan,Maternal Disorders,20434
South Sudan,Lower Respiratory Infections,302252
South Sudan,Neonatal Disorders,284275
South Sudan,Malaria,166774
South Sudan,Digestive Diseases,68747
South Sudan,Acute Hepatitis,6078
South Sudan,Road Injuries,29058
South Sudan,Chronic Kidney Disease,23219
South Sudan,Conflict and Terrorism,41463
South Sudan,Meningitis,70107
South Sudan,"Fire, Heat, and Hot Substances",6831
South Sudan,Environmental Heat and Cold Exposure,2227
South Sudan,Exposure to Forces of Nature,273
South Sudan,Drowning,8589
South Sudan,Tuberculosis,142094
South Sudan,Self-harm,10941
South Sudan,Cardiovascular Diseases,185687
South Sudan,Drug Use Disorders,222
South Sudan,Chronic Respiratory Diseases,38756
Spain,Meningitis,7534
Spain,Alzheimer's Disease and Other Dementias,658652
Spain,Diabetes Mellitus,295332
Spain,Drowning,17253
Spain,Self-harm,111994
Spain,Lower Respiratory Infections,330411
Spain,"Fire, Heat, and Hot Substances",8187
Spain,Neonatal Disorders,25943
Spain,Alcohol Use Disorders,12056
Spain,Malaria,0
Spain,Acute Hepatitis,475
Spain,Digestive Diseases,638695
Spain,Maternal Disorders,651
Spain,Environmental Heat and Cold Exposure,2643
Spain,Diarrheal Diseases,19990
Spain,Cardiovascular Diseases,3726864
Spain,Tuberculosis,18850
Spain,Cirrhosis and Other Chronic Liver Diseases,281432
Spain,Nutritional Deficiencies,9970
Spain,Neoplasms,3106705
Spain,Chronic Kidney Disease,322884
Spain,Road Injuries,158947
Spain,Parkinson's Disease,132799
Spain,Protein-Energy Malnutrition,5813
Spain,Drug Use Disorders,23618
Spain,Exposure to Forces of Nature,487
Spain,Conflict and Terrorism,887
Spain,Interpersonal Violence,12428
Spain,Poisonings,4128
Spain,HIV/AIDS,60056
Spain,Chronic Respiratory Diseases,893090
Sri Lanka,Maternal Disorders,5458
Sri Lanka,Self-harm,168817
Sri Lanka,Neoplasms,399926
Sri Lanka,Tuberculosis,41538
Sri Lanka,Cirrhosis and Other Chronic Liver Diseases,141622
Sri Lanka,Malaria,7106
Sri Lanka,Chronic Respiratory Diseases,351548
Sri Lanka,Acute Hepatitis,875
Sri Lanka,Diarrheal Diseases,47298
Sri Lanka,Digestive Diseases,168215
Sri Lanka,HIV/AIDS,1926
Sri Lanka,Exposure to Forces of Nature,37228
Sri Lanka,Conflict and Terrorism,82347
Sri Lanka,Alcohol Use Disorders,15616
Sri Lanka,Drowning,32172
Sri Lanka,Drug Use Disorders,4091
Sri Lanka,Chronic Kidney Disease,122796
Sri Lanka,Road Injuries,94894
Sri Lanka,"Fire, Heat, and Hot Substances",11899
Sri Lanka,Cardiovascular Diseases,1149527
Sri Lanka,Parkinson's Disease,16844
Sri Lanka,Alzheimer's Disease and Other Dementias,75095
Sri Lanka,Lower Respiratory Infections,130288
Sri Lanka,Meningitis,11783
Sri Lanka,Neonatal Disorders,76201
Sri Lanka,Nutritional Deficiencies,7428
Sri Lanka,Protein-Energy Malnutrition,6971
Sri Lanka,Poisonings,2953
Sri Lanka,Diabetes Mellitus,232901
Sri Lanka,Interpersonal Violence,31380
Sri Lanka,Environmental Heat and Cold Exposure,2512
Sudan,Chronic Kidney Disease,106168
Sudan,Digestive Diseases,171067
Sudan,Interpersonal Violence,30941
Sudan,Drowning,62584
Sudan,Diabetes Mellitus,52868
Sudan,Self-harm,49751
Sudan,Alcohol Use Disorders,2487
Sudan,Conflict and Terrorism,92787
Sudan,"Fire, Heat, and Hot Substances",46951
Sudan,Tuberculosis,57868
Sudan,Parkinson's Disease,15624
Sudan,Road Injuries,212125
Sudan,HIV/AIDS,91233
Sudan,Protein-Energy Malnutrition,70645
Sudan,Poisonings,25388
Sudan,Neonatal Disorders,934503
Sudan,Neoplasms,359195
Sudan,Malaria,100763
Sudan,Cirrhosis and Other Chronic Liver Diseases,111989
Sudan,Maternal Disorders,89630
Sudan,Meningitis,52004
Sudan,Environmental Heat and Cold Exposure,2039
Sudan,Lower Respiratory Infections,374139
Sudan,Nutritional Deficiencies,73456
Sudan,Exposure to Forces of Nature,1059
Sudan,Chronic Respiratory Diseases,214960
Sudan,Alzheimer's Disease and Other Dementias,62346
Sudan,Diarrheal Diseases,561001
Sudan,Acute Hepatitis,67188
Sudan,Drug Use Disorders,6526
Sudan,Cardiovascular Diseases,1887465
Suriname,Drug Use Disorders,73
Suriname,Neonatal Disorders,5653
Suriname,Self-harm,3553
Suriname,Drowning,787
Suriname,Cardiovascular Diseases,30883
Suriname,Exposure to Forces of Nature,0
Suriname,Maternal Disorders,282
Suriname,Meningitis,325
Suriname,Cirrhosis and Other Chronic Liver Diseases,2868
Suriname,Neoplasms,13646
Suriname,Protein-Energy Malnutrition,493
Suriname,Interpersonal Violence,1305
Suriname,"Fire, Heat, and Hot Substances",331
Suriname,Alcohol Use Disorders,334
Suriname,Diabetes Mellitus,4743
Suriname,Nutritional Deficiencies,523
Suriname,Malaria,877
Suriname,Alzheimer's Disease and Other Dementias,2077
Suriname,Environmental Heat and Cold Exposure,7
Suriname,Road Injuries,2716
Suriname,Chronic Respiratory Diseases,2577
Suriname,Lower Respiratory Infections,3817
Suriname,Parkinson's Disease,439
Suriname,Diarrheal Diseases,1575
Suriname,Acute Hepatitis,41
Suriname,Chronic Kidney Disease,4575
Suriname,Conflict and Terrorism,1
Suriname,Tuberculosis,347
Suriname,Poisonings,72
Suriname,HIV/AIDS,3319
Suriname,Digestive Diseases,5720
Sweden,Chronic Kidney Disease,38049
Sweden,Diarrheal Diseases,11587
Sweden,Malaria,0
Sweden,Meningitis,1157
Sweden,Maternal Disorders,121
Sweden,Digestive Diseases,92419
Sweden,HIV/AIDS,1379
Sweden,Cirrhosis and Other Chronic Liver Diseases,28634
Sweden,Neoplasms,710254
Sweden,Chronic Respiratory Diseases,107028
Sweden,Interpersonal Violence,3904
Sweden,Diabetes Mellitus,54982
Sweden,Protein-Energy Malnutrition,2339
Sweden,Alzheimer's Disease and Other Dementias,147340
Sweden,Self-harm,45243
Sweden,Environmental Heat and Cold Exposure,2048
Sweden,"Fire, Heat, and Hot Substances",3192
Sweden,Drug Use Disorders,7706
Sweden,Neonatal Disorders,4618
Sweden,Tuberculosis,4000
Sweden,Conflict and Terrorism,27
Sweden,Acute Hepatitis,97
Sweden,Alcohol Use Disorders,12645
